Datetime,variable,trend
2023-03-01,O2,233.35007166666665
2023-04-01,O2,233.5089754166667
2023-05-01,O2,233.59835333333334
2023-06-01,O2,233.63466041666666
2023-07-01,O2,233.63169833333333
2023-08-01,O2,233.38199125
2023-09-01,O2,232.95215041666665
2023-10-01,O2,232.64548374999998
2023-11-01,O2,232.30545291666664
2023-12-01,O2,232.0242670833333
2024-01-01,O2,232.32273166666664
2024-02-01,O2,232.91714708333333
2024-03-01,O2,233.13689791666664
2024-04-01,O2,233.2110508333333
2024-05-01,O2,233.3480145833333
2024-06-01,O2,233.42515
2024-07-01,O2,233.5539183333333
2024-08-01,O2,233.75395708333332
2024-09-01,O2,233.87958416666666
2024-10-01,O2,233.96224916666665
2024-11-01,O2,234.00676875
2024-12-01,O2,234.19265208333331
2025-01-01,O2,234.04529291666665
2025-02-01,O2,233.48180416666665
2025-03-01,O2,233.1023083333333
2025-04-01,O2,233.00800124999995
2025-05-01,O2,233.12016999999994
2025-06-01,O2,233.16798958333328
2025-07-01,O2,233.2504660402097
2025-08-01,O2,233.20017422057097
2025-09-01,O2,233.14988240093228
2025-10-01,O2,233.09959058129357
2025-11-01,O2,233.04929876165485
2025-12-01,O2,232.99900694201617
2016-01-01,CO2,40.111220386509316
2016-02-01,CO2,40.21114747246503
2016-03-01,CO2,40.31107455842074
2016-04-01,CO2,40.411001644376455
2016-05-01,CO2,40.51092873033217
2016-06-01,CO2,40.61085581628788
2016-07-01,CO2,40.785810749999996
2016-08-01,CO2,40.78583120833333
2016-09-01,CO2,40.825756166666665
2016-10-01,CO2,40.89064591666666
2016-11-01,CO2,40.95569045833332
2016-12-01,CO2,41.15988229166666
2017-01-01,CO2,41.43741862499999
2017-02-01,CO2,41.680328583333335
2017-03-01,CO2,41.77009158333334
2017-04-01,CO2,41.678781625
2017-05-01,CO2,41.611054875
2017-06-01,CO2,41.54329041666667
2017-07-01,CO2,41.522119916666654
2017-08-01,CO2,41.50528516666666
2017-09-01,CO2,41.428048874999995
2017-10-01,CO2,41.35426283333333
2017-11-01,CO2,41.40726333333334
2017-12-01,CO2,41.208923874999996
2018-01-01,CO2,40.80653879166666
2018-02-01,CO2,40.728954833333326
2018-03-01,CO2,40.87858295833333
2018-04-01,CO2,41.04003962499999
2018-05-01,CO2,41.15704383333333
2018-06-01,CO2,41.26540670833332
2018-07-01,CO2,41.30967058333333
2018-08-01,CO2,41.313243833333324
2018-09-01,CO2,41.32294312499999
2018-10-01,CO2,41.306784333333326
2018-11-01,CO2,41.21590908333333
2018-12-01,CO2,41.415465041666664
2019-01-01,CO2,41.85794516666667
2019-02-01,CO2,41.98817041666666
2019-03-01,CO2,41.91813816666666
2019-04-01,CO2,41.926431083333334
2019-05-01,CO2,41.96636991666667
2019-06-01,CO2,41.999850083333335
2019-07-01,CO2,42.08273308333333
2019-08-01,CO2,42.17341204166666
2019-09-01,CO2,42.23141658333332
2019-10-01,CO2,42.19451033333333
2019-11-01,CO2,42.27042683333333
2019-12-01,CO2,42.47669666666667
2020-01-01,CO2,42.45483954166667
2020-02-01,CO2,42.390014416666666
2020-03-01,CO2,42.46287270833333
2020-04-01,CO2,42.40928625000001
2020-05-01,CO2,42.252653708333334
2020-06-01,CO2,42.148158791666674
2020-07-01,CO2,42.063910666666665
2020-08-01,CO2,42.007901458333336
2020-09-01,CO2,41.99592866666666
2020-10-01,CO2,42.061961
2020-11-01,CO2,42.00006599999999
2020-12-01,CO2,41.919132999999995
2021-01-01,CO2,42.04868154166667
2021-02-01,CO2,41.936462500000005
2021-03-01,CO2,41.40350775
2021-04-01,CO2,40.913442541666676
2021-05-01,CO2,40.64841241666667
2021-06-01,CO2,40.46014683333334
2021-08-01,CO2,40.32545858333334
2021-09-01,CO2,40.22920454166666
2021-10-01,CO2,40.24376529166666
2021-11-01,CO2,40.614552083333336
2021-12-01,CO2,41.48126608333333
2022-01-01,CO2,42.36716041666667
2022-02-01,CO2,42.771007125
2022-03-01,CO2,42.905806416666664
2022-04-01,CO2,43.07365041666666
2022-05-01,CO2,43.27957733333333
2022-06-01,CO2,43.42399708333333
2022-07-01,CO2,43.53774091666667
2022-08-01,CO2,43.63076875
2022-09-01,CO2,43.75646741666667
2022-10-01,CO2,43.90711425000001
2022-11-01,CO2,43.87860633333333
2022-12-01,CO2,43.70732125000001
2023-01-01,CO2,43.59078270833333
2023-02-01,CO2,43.492314916666665
2023-03-01,CO2,43.364441541666665
2023-04-01,CO2,43.37927583333333
2023-05-01,CO2,43.420241874999995
2023-06-01,CO2,43.39960441666666
2023-07-01,CO2,43.391330583333335
2023-08-01,CO2,43.450993874999995
2023-09-01,CO2,43.54349166666667
2023-10-01,CO2,43.61749570833333
2023-11-01,CO2,43.68657670833334
2023-12-01,CO2,43.627815625000004
2024-01-01,CO2,43.494098541666666
2024-02-01,CO2,43.63941654166667
2024-03-01,CO2,43.86695437499999
2024-04-01,CO2,43.787086499999994
2024-05-01,CO2,43.677495833333325
2024-06-01,CO2,43.65780458333333
2024-07-01,CO2,43.62810441666666
2024-08-01,CO2,43.59904829166666
2024-09-01,CO2,43.57599220833333
2024-10-01,CO2,43.54917433333333
2024-11-01,CO2,43.56503295833333
2024-12-01,CO2,43.64452520833333
2025-01-01,CO2,43.6893605
2025-02-01,CO2,43.51934374999999
2025-03-01,CO2,43.3365715
2025-04-01,CO2,43.28837608333333
2025-05-01,CO2,43.21968208333333
2025-06-01,CO2,43.17073408333333
2025-07-01,CO2,43.27369280584692
2025-08-01,CO2,43.24048500310799
2025-09-01,CO2,43.20727720036906
2025-10-01,CO2,43.174069397630134
2025-11-01,CO2,43.14086159489121
2025-12-01,CO2,43.107653792152284
2016-01-01,Temperature,17.981166305069937
2016-02-01,Temperature,18.045620803904438
2016-03-01,Temperature,18.110075302738935
2016-04-01,Temperature,18.174529801573435
2016-05-01,Temperature,18.23898430040793
2016-06-01,Temperature,18.303438799242432
2016-07-01,Temperature,18.4670345
2016-08-01,Temperature,18.436420958333336
2016-09-01,Temperature,18.439517875
2016-10-01,Temperature,18.46405579166667
2016-11-01,Temperature,18.487409500000005
2016-12-01,Temperature,18.61143183333333
2017-01-01,Temperature,18.801077333333335
2017-02-01,Temperature,18.983987999999997
2017-03-01,Temperature,19.075656916666667
2017-04-01,Temperature,19.034172875
2017-05-01,Temperature,18.974138458333332
2017-06-01,Temperature,18.893812458333333
2017-07-01,Temperature,18.838056583333334
2017-08-01,Temperature,18.805268541666667
2017-09-01,Temperature,18.743982
2017-10-01,Temperature,18.684913916666666
2017-11-01,Temperature,18.69244541666667
2017-12-01,Temperature,18.640907416666664
2018-01-01,Temperature,18.558267833333332
2018-02-01,Temperature,18.565798083333334
2018-03-01,Temperature,18.639720666666665
2018-04-01,Temperature,18.742468000000002
2018-05-01,Temperature,18.836439125
2018-06-01,Temperature,18.954545458333335
2018-07-01,Temperature,19.055742125000002
2018-08-01,Temperature,19.123301291666664
2018-09-01,Temperature,19.17351791666667
2018-10-01,Temperature,19.177983041666668
2018-11-01,Temperature,19.073843333333333
2018-12-01,Temperature,18.969346708333337
2019-01-01,Temperature,18.993254041666667
2019-02-01,Temperature,19.049539
2019-03-01,Temperature,19.03312175
2019-04-01,Temperature,19.007112666666664
2019-05-01,Temperature,19.00766004166666
2019-06-01,Temperature,19.003519208333334
2019-07-01,Temperature,19.015678500000003
2019-08-01,Temperature,19.044309083333335
2019-09-01,Temperature,19.073537916666663
2019-10-01,Temperature,19.092878791666664
2019-11-01,Temperature,19.17348558333333
2019-12-01,Temperature,19.280804125000003
2020-01-01,Temperature,19.238975791666668
2020-02-01,Temperature,19.132611208333334
2020-03-01,Temperature,19.132588166666665
2020-04-01,Temperature,19.114206416666665
2020-05-01,Temperature,19.031183249999998
2020-06-01,Temperature,18.959774124999996
2020-07-01,Temperature,18.88957325
2020-08-01,Temperature,18.834801
2020-09-01,Temperature,18.82067508333333
2020-10-01,Temperature,18.82465560416667
2020-11-01,Temperature,18.761147249999997
2020-12-01,Temperature,18.71857316666667
2021-01-01,Temperature,18.78044245833333
2021-02-01,Temperature,18.751971416666667
2021-03-01,Temperature,18.509749166666666
2021-04-01,Temperature,18.233221375
2021-05-01,Temperature,18.028364083333333
2021-06-01,Temperature,17.877578666666665
2021-08-01,Temperature,17.798619916666667
2021-09-01,Temperature,17.766780541666666
2021-10-01,Temperature,17.772037312499997
2021-11-01,Temperature,17.941412979166664
2021-12-01,Temperature,18.398160208333334
2022-01-01,Temperature,18.882604708333336
2022-02-01,Temperature,19.092191791666664
2022-03-01,Temperature,19.155215958333333
2022-04-01,Temperature,19.243857916666666
2022-05-01,Temperature,19.370595041666668
2022-06-01,Temperature,19.474849458333335
2022-07-01,Temperature,19.535722958333334
2022-08-01,Temperature,19.564646458333335
2022-09-01,Temperature,19.58863641666667
2022-10-01,Temperature,19.649975104166668
2022-11-01,Temperature,19.647620375
2022-12-01,Temperature,19.55206758333333
2023-01-01,Temperature,19.513746833333332
2023-02-01,Temperature,19.548975708333327
2023-03-01,Temperature,19.541804166666665
2023-04-01,Temperature,19.55491945833333
2023-05-01,Temperature,19.570183041666663
2023-06-01,Temperature,19.54684520833333
2023-07-01,Temperature,19.533197916666666
2023-08-01,Temperature,19.56796879166666
2023-09-01,Temperature,19.640717541666668
2023-10-01,Temperature,19.716340708333334
2023-11-01,Temperature,19.804815833333333
2023-12-01,Temperature,19.832219833333333
2024-01-01,Temperature,19.74236683333333
2024-02-01,Temperature,19.71676433333333
2024-03-01,Temperature,19.76771325
2024-04-01,Temperature,19.710078625
2024-05-01,Temperature,19.651129041666664
2024-06-01,Temperature,19.649773749999994
2024-07-01,Temperature,19.63615195833333
2024-08-01,Temperature,19.609201833333334
2024-09-01,Temperature,19.583068624999996
2024-10-01,Temperature,19.556931374999998
2024-11-01,Temperature,19.556435999999998
2024-12-01,Temperature,19.604999208333336
2025-01-01,Temperature,19.67215183333333
2025-02-01,Temperature,19.655279499999995
2025-03-01,Temperature,19.614220375000002
2025-04-01,Temperature,19.612177916666663
2025-05-01,Temperature,19.574464
2025-06-01,Temperature,19.54773308333333
2025-07-01,Temperature,19.60375002462121
2025-08-01,Temperature,19.602862734848483
2025-09-01,Temperature,19.601975445075755
2025-10-01,Temperature,19.601088155303028
2025-11-01,Temperature,19.6002008655303
2025-12-01,Temperature,19.599313575757574
2016-01-01,Salinity,37.980145670017485
2016-02-01,Salinity,37.99589235722611
2016-03-01,Salinity,38.01163904443474
2016-04-01,Salinity,38.02738573164336
2016-05-01,Salinity,38.04313241885199
2016-06-01,Salinity,38.058879106060616
2016-07-01,Salinity,38.077893458333335
2016-08-01,Salinity,38.086679375
2016-09-01,Salinity,38.100367875
2016-10-01,Salinity,38.11468549999999
2016-11-01,Salinity,38.12981037499999
2016-12-01,Salinity,38.15199429166666
2017-01-01,Salinity,38.177719833333335
2017-02-01,Salinity,38.201019708333334
2017-03-01,Salinity,38.21787083333333
2017-04-01,Salinity,38.225919000000005
2017-05-01,Salinity,38.226389999999995
2017-06-01,Salinity,38.224440625
2017-07-01,Salinity,38.22733320833333
2017-08-01,Salinity,38.227340999999996
2017-09-01,Salinity,38.220716375
2017-10-01,Salinity,38.211373249999994
2017-11-01,Salinity,38.19968108333333
2017-12-01,Salinity,38.17785037499999
2018-01-01,Salinity,38.14669308333334
2018-02-01,Salinity,38.12119116666667
2018-03-01,Salinity,38.10951383333334
2018-04-01,Salinity,38.10895241666667
2018-05-01,Salinity,38.10873095833333
2018-06-01,Salinity,38.101740666666664
2018-07-01,Salinity,38.088863291666655
2018-08-01,Salinity,38.075808708333334
2018-09-01,Salinity,38.065313999999994
2018-10-01,Salinity,38.05508566666667
2018-11-01,Salinity,38.04601270833333
2018-12-01,Salinity,38.04797083333334
2019-01-01,Salinity,38.05293795833333
2019-02-01,Salinity,38.0425655
2019-03-01,Salinity,38.0243935
2019-04-01,Salinity,38.00931758333333
2019-05-01,Salinity,37.995673375
2019-06-01,Salinity,37.98086645833333
2019-07-01,Salinity,37.968494541666665
2019-08-01,Salinity,37.96134620833333
2019-09-01,Salinity,37.95774120833333
2019-10-01,Salinity,37.95776620833333
2019-11-01,Salinity,37.963558500000005
2019-12-01,Salinity,37.970540541666665
2020-01-01,Salinity,37.97102125000001
2020-02-01,Salinity,37.97472070833332
2020-03-01,Salinity,37.98308166666667
2020-04-01,Salinity,37.983076999999994
2020-05-01,Salinity,37.98024624999999
2020-06-01,Salinity,37.98024041666667
2020-07-01,Salinity,37.96358
2020-08-01,Salinity,37.93243554166667
2020-09-01,Salinity,37.91046175
2020-10-01,Salinity,37.904078291666664
2020-11-01,Salinity,37.90245683333333
2020-12-01,Salinity,37.902516291666664
2021-01-01,Salinity,37.915516333333336
2021-02-01,Salinity,37.93296820833333
2021-03-01,Salinity,37.94332429166666
2021-04-01,Salinity,37.954679666666664
2021-05-01,Salinity,37.968709375
2021-06-01,Salinity,37.98035337500001
2021-08-01,Salinity,38.003303833333334
2021-09-01,Salinity,38.03914154166666
2021-10-01,Salinity,38.06951508333333
2021-11-01,Salinity,38.085663499999995
2021-12-01,Salinity,38.095785208333325
2022-01-01,Salinity,38.10531341666667
2022-02-01,Salinity,38.10931454166666
2022-03-01,Salinity,38.108372333333335
2022-04-01,Salinity,38.110670875000004
2022-05-01,Salinity,38.11520799999999
2022-06-01,Salinity,38.11409104166666
2022-07-01,Salinity,38.10886016666666
2022-08-01,Salinity,38.10573949999999
2022-09-01,Salinity,38.106310416666666
2022-10-01,Salinity,38.104705583333335
2022-11-01,Salinity,38.09660041666666
2022-12-01,Salinity,38.081062708333334
2023-01-01,Salinity,38.06452920833333
2023-02-01,Salinity,38.05331825
2023-03-01,Salinity,38.04683658333333
2023-04-01,Salinity,38.04283083333333
2023-05-01,Salinity,38.038992791666665
2023-06-01,Salinity,38.04472366666667
2023-07-01,Salinity,38.06050041666666
2023-08-01,Salinity,38.07157183333333
2023-09-01,Salinity,38.07326179166666
2023-10-01,Salinity,38.07260329166666
2023-11-01,Salinity,38.074810625000005
2023-12-01,Salinity,38.086368416666666
2024-01-01,Salinity,38.105136208333334
2024-02-01,Salinity,38.122057875
2024-03-01,Salinity,38.133631375
2024-04-01,Salinity,38.13235783333333
2024-05-01,Salinity,38.123094791666674
2024-06-01,Salinity,38.11301020833333
2024-07-01,Salinity,38.10784445833334
2024-08-01,Salinity,38.1091955
2024-09-01,Salinity,38.111969374999994
2024-10-01,Salinity,38.11096908333334
2024-11-01,Salinity,38.10859825
2024-12-01,Salinity,38.103375750000005
2025-01-01,Salinity,38.09119895833333
2025-02-01,Salinity,38.07271020833333
2025-03-01,Salinity,38.051324958333325
2025-04-01,Salinity,38.04119666666667
2025-05-01,Salinity,38.04145966666667
2025-06-01,Salinity,38.037391541666665
2025-07-01,Salinity,38.03473869735819
2025-08-01,Salinity,38.02756104496892
2025-09-01,Salinity,38.02038339257964
2025-10-01,Salinity,38.013205740190365
2025-11-01,Salinity,38.00602808780109
2025-12-01,Salinity,37.99885043541181
2016-01-01,pH,8.094758543900548
2016-02-01,pH,8.093810359678521
2016-03-01,pH,8.092862175456492
2016-04-01,pH,8.091913991234465
2016-05-01,pH,8.090965807012436
2016-06-01,pH,8.090017622790409
2016-07-01,pH,8.088253875
2016-08-01,pH,8.088291625
2016-09-01,pH,8.087900770833333
2016-10-01,pH,8.087337520833334
2016-11-01,pH,8.086672979166666
2016-12-01,pH,8.084972166666667
2017-01-01,pH,8.082489875
2017-02-01,pH,8.080066666666667
2017-03-01,pH,8.079109541666666
2017-04-01,pH,8.079760083333333
2017-05-01,pH,8.08035775
2017-06-01,pH,8.081040250000001
2017-07-01,pH,8.081264354166667
2017-08-01,pH,8.081440125
2017-09-01,pH,8.082249604166666
2017-10-01,pH,8.083131020833331
2017-11-01,pH,8.082871458333333
2017-12-01,pH,8.084028958333333
2018-01-01,pH,8.086928624999999
2018-02-01,pH,8.087950058333332
2018-03-01,pH,8.087181075
2018-04-01,pH,8.08602895
2018-05-01,pH,8.085029533333332
2018-06-01,pH,8.083932950000001
2018-07-01,pH,8.0834013875
2018-08-01,pH,8.083285825
2018-09-01,pH,8.083129408333333
2018-10-01,pH,8.083065429166668
2018-11-01,pH,8.083798241666667
2018-12-01,pH,8.0829012
2019-01-01,pH,8.079965033333332
2019-02-01,pH,8.078628391666667
2019-03-01,pH,8.0787695
2019-04-01,pH,8.078591479166667
2019-05-01,pH,8.078192999999999
2019-06-01,pH,8.077809624999999
2019-07-01,pH,8.076880083333332
2019-08-01,pH,8.075877541666665
2019-09-01,pH,8.075244791666666
2019-10-01,pH,8.075673354166666
2019-11-01,pH,8.075098833333332
2019-12-01,pH,8.073012541666666
2020-01-01,pH,8.072859124999999
2020-02-01,pH,8.073490154166667
2020-03-01,pH,8.0730797125
2020-04-01,pH,8.073511845833334
2020-05-01,pH,8.074819658333334
2020-06-01,pH,8.075806199999999
2020-07-01,pH,8.07669695
2020-08-01,pH,8.0773442
2020-09-01,pH,8.07751295
2020-10-01,pH,8.0767862
2020-11-01,pH,8.077176116666667
2020-12-01,pH,8.078202116666667
2021-01-01,pH,8.077400333333335
2021-02-01,pH,8.077849145833335
2021-03-01,pH,8.081730754166667
2021-04-01,pH,8.085849933333334
2021-05-01,pH,8.088338516666667
2021-06-01,pH,8.090247516666667
2021-08-01,pH,8.091718058333333
2021-09-01,pH,8.092818266666667
2021-10-01,pH,8.092775475
2021-11-01,pH,8.089758725000001
2021-12-01,pH,8.083070625
2022-01-01,pH,8.076650300000003
2022-02-01,pH,8.074095775
2022-03-01,pH,8.073259875
2022-04-01,pH,8.071910066666668
2022-05-01,pH,8.0701794
2022-06-01,pH,8.068937649999999
2022-07-01,pH,8.067810941666668
2022-08-01,pH,8.066761066666666
2022-09-01,pH,8.065297316666665
2022-10-01,pH,8.063626274999999
2022-11-01,pH,8.063652566666665
2022-12-01,pH,8.064933125
2023-01-01,pH,8.065412366666667
2023-02-01,pH,8.065526008333332
2023-03-01,pH,8.066264108333332
2023-04-01,pH,8.066052583333335
2023-05-01,pH,8.065617000000001
2023-06-01,pH,8.0657155
2023-07-01,pH,8.065829541666666
2023-08-01,pH,8.065249958333332
2023-09-01,pH,8.064304541666667
2023-10-01,pH,8.063589333333333
2023-11-01,pH,8.062714041666666
2023-12-01,pH,8.062578499999999
2024-01-01,pH,8.063558366666667
2024-02-01,pH,8.063105954166666
2024-03-01,pH,8.0617880375
2024-04-01,pH,8.062427191666668
2024-05-01,pH,8.06327115
2024-06-01,pH,8.063492566666667
2024-07-01,pH,8.063841024999999
2024-08-01,pH,8.064218566666666
2024-09-01,pH,8.064535275
2024-10-01,pH,8.064867483333332
2024-11-01,pH,8.064773316666665
2024-12-01,pH,8.064397775
2025-01-01,pH,8.064085408333334
2025-02-01,pH,8.064770529166667
2025-03-01,pH,8.065695279166667
2025-04-01,pH,8.066052541666666
2025-05-01,pH,8.066704999999999
2025-06-01,pH,8.067124666666666
2025-07-01,pH,8.066465388990867
2025-08-01,pH,8.066689276782242
2025-09-01,pH,8.066913164573617
2025-10-01,pH,8.067137052364993
2025-11-01,pH,8.067360940156368
2025-12-01,pH,8.067584827947742
2016-01-01,EC50,41.1529118751619
2016-02-01,EC50,40.4795353292541
2016-03-01,EC50,39.806158783346305
2016-04-01,EC50,39.132782237438505
2016-05-01,EC50,38.45940569153071
2016-06-01,EC50,37.78602914562291
2016-07-01,EC50,37.98775
2016-08-01,EC50,36.93233333333333
2016-09-01,EC50,35.938791666666674
2016-10-01,EC50,34.94129166666667
2016-11-01,EC50,33.91254166666666
2016-12-01,EC50,33.02754166666667
2017-01-01,EC50,32.29058333333333
2017-02-01,EC50,31.670571759259253
2017-03-01,EC50,31.38272685185185
2017-04-01,EC50,31.18897685185185
2017-05-01,EC50,30.909810185185183
2017-06-01,EC50,30.72606018518518
2017-07-01,EC50,30.466006172839503
2017-08-01,EC50,30.12845216049383
2017-09-01,EC50,29.752618827160493
2017-10-01,EC50,29.41366049382716
2017-11-01,EC50,29.18129938271605
2017-12-01,EC50,28.962271604938273
2018-01-01,EC50,28.696675925925923
2018-02-01,EC50,28.425933641975305
2018-03-01,EC50,28.1918287037037
2018-04-01,EC50,28.035162037037033
2018-05-01,EC50,27.83162037037037
2018-06-01,EC50,27.540162037037035
2018-07-01,EC50,27.285979938271606
2018-08-01,EC50,26.835131172839507
2018-09-01,EC50,26.516867283950617
2018-10-01,EC50,26.422145061728394
2018-11-01,EC50,26.209853395061728
2018-12-01,EC50,26.06089506172839
2019-01-01,EC50,25.905489004629626
2019-02-01,EC50,25.703524305555554
2019-03-01,EC50,25.528007330246915
2019-04-01,EC50,25.371340663580245
2019-05-01,EC50,25.234465663580245
2019-06-01,EC50,25.061340663580243
2019-07-01,EC50,24.95411844135802
2019-08-01,EC50,25.28543788580247
2019-09-01,EC50,25.56266010802469
2019-10-01,EC50,25.466965663580247
2019-11-01,EC50,25.30391010802469
2019-12-01,EC50,25.1025212191358
2020-01-01,EC50,24.96787712191358
2020-02-01,EC50,24.88065817901235
2020-03-01,EC50,24.72745833333333
2020-04-01,EC50,24.44870833333334
2020-05-01,EC50,24.06245833333334
2020-06-01,EC50,23.781000000000002
2020-07-01,EC50,23.828500000000002
2020-08-01,EC50,23.739124999999998
2020-09-01,EC50,23.64558333333333
2020-10-01,EC50,23.755345238095238
2020-11-01,EC50,23.88427380952381
2020-12-01,EC50,24.229809523809525
2021-01-01,EC50,24.624949404761907
2021-02-01,EC50,25.02650148809524
2021-03-01,EC50,25.779699404761907
2021-04-01,EC50,26.542199404761902
2021-05-01,EC50,27.077616071428572
2021-06-01,EC50,27.54761607142857
2021-08-01,EC50,27.683866071428568
2021-09-01,EC50,27.5878244047619
2021-10-01,EC50,27.47678273809523
2021-11-01,EC50,27.399034722222222
2021-12-01,EC50,27.2457080026455
2022-01-01,EC50,26.919639880952385
2022-02-01,EC50,26.498863425925933
2022-03-01,EC50,25.992528935185188
2022-04-01,EC50,25.04662037037037
2022-05-01,EC50,24.152165404040403
2022-06-01,EC50,23.699145622895625
2022-07-01,EC50,23.26146043771044
2022-08-01,EC50,22.82377525252525
2022-09-01,EC50,22.48493265993266
2022-10-01,EC50,22.132340067340067
2022-11-01,EC50,22.19190025252525
2022-12-01,EC50,22.450895412457907
2023-01-01,EC50,22.30824705387205
2023-02-01,EC50,22.089265572390566
2023-03-01,EC50,21.867905618686866
2023-04-01,EC50,21.81082807239057
2023-05-01,EC50,21.82047401094276
2023-06-01,EC50,21.325004208754205
2023-07-01,EC50,20.664842171717172
2023-08-01,EC50,20.338221801346798
2023-09-01,EC50,20.229008838383837
2023-10-01,EC50,20.174170875420874
2023-11-01,EC50,19.62952388468013
2023-12-01,EC50,19.115270622895622
2024-01-01,EC50,19.224420138888892
2024-02-01,EC50,19.525069444444444
2024-03-01,EC50,20.088378472222217
2024-04-01,EC50,20.6501875
2024-05-01,EC50,21.10957986111111
2024-06-01,EC50,22.18973611111111
2024-07-01,EC50,23.30383333333333
2024-08-01,EC50,24.848972222222226
2024-09-01,EC50,26.562444444444445
2024-10-01,EC50,27.518625
2024-11-01,EC50,28.189197916666664
2024-12-01,EC50,28.694657738095238
2025-01-01,EC50,29.120456101190477
2025-02-01,EC50,29.385641369047615
2025-03-01,EC50,29.244894345238095
2025-04-01,EC50,28.55362351190476
2025-05-01,EC50,27.82570684523809
2025-06-01,EC50,27.000498511904766
2025-07-01,EC50,31.30099185392154
2025-08-01,EC50,31.858482001794503
2025-09-01,EC50,32.41597214966747
2025-10-01,EC50,32.97346229754042
2025-11-01,EC50,33.53095244541338
2025-12-01,EC50,34.088442593286345
